Station,Niskin,Targeted Depth (m),CTD Recorded Depth (m),CTD Pressure (db), NMEA Latitude, NMEA Longitude,Date,Time (UTC),CFC Bottle,O2 Flask,Methane/N₂O,DIC/TA flask,CDOM,Viscosity / PAM/Turn.,Nutrients,DON,δ¹⁸O,Salinity,Microbio Filters,Microscopy,HOC / DOC,CTD Temperature,Uncorrected CTD Conductivity,Corrected CTD Conductivity,Bottle Conductivity,Bottle Conductivity (Dupes),Uncorrected CTD Salinity,Corrected CTD Salinity,Bottle Salinity,Bottle Salinity (Dupes),Uncorrected CTD Oxygen,Corrected CTD Oxygen,Bottle Oxygen (ml/l),Bottle Oxygen (Dupes),CTD Fluorescence,NO₃ (µmol/L),PO₄ (µmol/L),SIL (µmol/L),NO₂ (µmol/L),NH₄ (µmol/L),Calculated  DIC (Apollo),Calculated  DIC (Apollo) Dupes,Apollo pH,Apollo pH Dupes,TA_Final,TA_Final Dupes,Notes,,,,
14.0,1,2830.000,2826.978,2865.387,27.972,87.361,8/1/2023,20:06:00,--,149,299,S304,D74,--,S527,Q177,102,258W,X,X,--,4.347,3.405,3.404,3.401,--,34.980,34.972,34.950,--,5.029,4.842,4.959,--,-0.097,21.71,1.51,24.60,0.00,0.16,2199.550748,--,7.773,--,0.002352632282,--,,,,,
14.0,2,2350.000,2344.083,2373.220,27.972,87.361,8/1/2023,20:06:00,--,131,093,S189,D44,--,S559,Q186,291,261W,X,--,--,4.306,3.382,3.382,3.381,--,34.978,34.970,34.970,--,5.044,4.857,4.900,--,-0.101,20.18,1.42,22.30,0.00,0.27,2190.654878,--,7.8199,--,0.002385127745,--,,,,,
14.0,3,2000.000,1996.106,2019.247,27.972,87.361,8/1/2023,20:06:00,--,132,296,S211,D22,--,S558,Q154,292 / 293,264W,X,--,--,4.294,3.367,3.366,3.366,--,34.977,34.969,34.970,--,5.026,4.839,4.902,--,-0.097,23.07,1.54,25.10,0.00,0.24,2200.962385,--,7.7814,--,0.002364578216,--,,,,,
14.0,4,1650.000,1646.535,1664.233,27.972,87.361,8/1/2023,20:06:00,--,130,005 / 364,--,D36,--,S498 / S534,Q202,294,267W,X,--,--,4.318,3.354,3.354,3.353,--,34.974,34.966,34.967,--,4.969,4.784,4.828,--,-0.103,23.46 / 23.33,1.56 / 1.58,25.70 / 25.40,0.00 / 0.00,0.31 / 0.40,--,--,--,--,--,--,,,,,
14.0,5,1300.000,1297.954,1310.810,27.972,87.361,8/1/2023,20:06:00,--,129 / 128,280,S215,D13,--,S489,Q196,300,270W,X,--,--,4.490,3.354,3.354,3.353,--,34.964,34.956,34.958,--,4.751,4.575,4.544,4.692,-0.100,24.32,1.62,26.00,0.00,0.28,2200.635484,--,7.7913,--,0.002389045659,--,,,,,
14.0,6,950.000,947.803,956.383,27.972,87.361,8/1/2023,20:06:00,--,154,352,S213 / S305,D84,--,S495,Q193 / Q182,299,273W,X,--,--,5.517,3.429,3.428,3.428,--,34.927,34.919,34.917,--,3.863,3.719,3.699,--,-0.099,27.85,1.84,25.30,0.00,0.17,2213.579844,2217.6942,7.7077,7.7041,0.002357794439,0.002337524189,,,,,
14.0,7,600.000,599.496,604.413,27.972,87.361,8/1/2023,20:06:00,--,148,378,S223,D85,--,S553,Q178,297,251W,X,--,--,7.984,3.645,3.644,3.644,--,34.983,34.975,34.971,--,2.874,2.767,2.759,--,-0.098,30.46,2.08,20.40,0.00,0.28,2206.373758,--,7.6883,--,0.00234026793,--,,,,,
14.0,8,400.000,399.446,402.527,27.972,87.361,8/1/2023,20:06:00,--,147,270,S218,D93,--,S529,Q191,298,254W,X,X,--,11.296,3.990,3.989,3.986,--,35.393,35.385,35.351,--,2.746,2.643,2.747,--,-0.097,2.50,1.50,11.20,0.00,0.29,2207.565744,--,7.7526,--,0.002394918526,--,,,,,
14.0,9,200.000,199.254,200.694,27.972,87.361,8/1/2023,20:06:00,--,145,254,--,D21,--,S542,Q185,295,257W / 260W,X,--,--,16.755,4.617,4.616,4.612,4.611,36.258,36.250,36.217,36.208,3.442,3.314,3.287,--,-0.066,12.91,0.73,4.50,0.02,0.21,--,--,--,--,--,--,,,,,
14.0,10,115.000,114.725,115.530,27.972,87.361,8/1/2023,20:06:00,--,142,080,S197,D34,--,S520,Q192,296,263W,X,X,--,19.891,4.982,4.981,4.978,--,36.615,36.607,36.585,--,3.152,3.034,3.000,--,0.028,9.26,0.44,3.20,0.03,0.27,2179.998344,--,7.9065,--,0.002422874454,--,,,,,
14.0,11,70.000,69.850,70.332,27.972,87.361,8/1/2023,20:06:00,--,143,094,S204,D66,--,S549,Q183,283,266W,X,--,--,24.319,5.442,5.441,5.440,--,36.527,36.519,36.520,--,4.632,4.459,4.512,--,0.583,0.04,0.13,1.30,0.06,0.55,2113.365248,--,8.0485,--,0.002444132691,--,DCM,,,,
14.0,12,0.000,2.899,2.919,27.972,87.361,8/1/2023,20:06:00,X,160,237,S277,D64,X,S557,Q184,281,269W,X,X,--,31.414,5.859,5.857,5.881,--,34.151,34.144,34.295,--,3.249,3.128,4.313,--,-0.036,0.04,0.00,1.60,0.00,0.21,2047.062389,--,8.148,--,0.002432628198,--,,,,,
15.0,1,2949.000,2945.781,2986.640,27.839,86.990,8/2/2023,0:45:00,--,122,106,S206,D3,--,S566 / S487,Q166,275,272W,X,--,--,4.360,3.411,3.410,3.409,--,34.980,34.972,34.974,--,5.036,4.849,4.993,--,-0.098,22.48 / 22.45,1.55 / 1.55,26.00 / 25.40,0.00 / 0.00,0.91 / 0.98,2200.347788,--,7.7945,--,0.00237666429,--,,,,,
15.0,2,2500.000,2497.038,2528.992,27.839,86.990,8/2/2023,0:45:00,--,123,291,S195,D83,--,S503,Q189,274,250W,X,--,--,4.319,3.389,3.389,3.387,--,34.978,34.971,34.967,--,5.040,4.852,4.992,--,-0.096,22.24,1.53,24.90,0.00,0.27,2187.255134,--,7.7681,--,0.002354440088,--,,,,,
15.0,3,2100.000,2097.010,2121.830,27.839,86.990,8/2/2023,0:45:00,--,124,030,--,D61,--,S521,Q161,284,253W,X,--,--,4.297,3.371,3.371,3.369,--,34.977,34.969,34.963,--,5.028,4.840,4.918,--,-0.095,21.88,1.67,24.30,0.00,0.36,--,--,--,--,--,--,,,,,
15.0,4,1700.000,1698.583,1717.054,27.839,86.990,8/2/2023,0:45:00,--,125,371,S194 / S224,D51,--,S535,Q179,289,256W,X,--,--,4.303,3.355,3.355,3.354,--,34.975,34.967,34.969,--,4.989,4.803,4.605,--,-0.101,21.49,1.50,23.80,0.00,0.09,2191.306229,2186.663202,7.7293,7.7838,0.002340141804,0.0023686663,,,,,
15.0,5,1300.000,1299.364,1312.238,27.839,86.990,8/2/2023,0:45:00,--,126,338,S216,D91,--,S526,Q190,271,259W,X,--,--,4.453,3.351,3.351,3.349,--,34.966,34.958,34.948,--,4.782,4.604,4.614,--,-0.100,24.02,1.62,26.00,0.02,0.15,2197.888148,--,7.7758,--,0.002364394032,--,,,,,
15.0,6,900.000,899.037,907.070,27.839,86.990,8/2/2023,0:45:00,--,127 / 120,353,S214,D33,--,S505,Q175,288,262W,X,--,--,5.721,3.445,3.444,3.443,--,34.920,34.913,34.906,--,3.724,3.586,3.593,3.561,-0.101,28.52,1.93,25.30,0.00,0.43,2215.544367,--,7.7129,--,0.002362577217,--,,,,,
15.0,7,500.000,498.479,502.445,27.839,86.990,8/2/2023,0:45:00,--,117,045,--,D32,--,S507,Q162,272,265W / 268W,X,--,--,9.687,3.818,3.817,3.815,3.815,35.165,35.158,35.137,35.136,2.805,2.700,2.724,--,-0.093,27.80,1.77,15.70,0.00,0.17,--,--,--,--,--,--,,,,,
15.0,8,300.000,300.312,302.555,27.839,86.990,8/2/2023,0:45:00,--,116,103 / 333,S308,D23,--,S531,Q158 / Q181,285,271W,X,--,--,13.549,4.241,4.240,4.238,--,35.734,35.726,35.709,--,3.166,3.048,3.106,--,-0.096,18.73,1.14,7.80,0.00,0.35,2179.33769,--,7.6632,--,0.002341192854,--,,,,,
15.0,9,105.000,104.389,105.118,27.839,86.990,8/2/2023,0:45:00,--,119,402,S307,D43,--,S492,Q170,286 / 290,152W,X,--,--,21.078,5.127,5.126,5.118,--,36.776,36.768,36.709,--,3.528,3.397,3.462,--,0.156,7.32,0.38,2.40,0.05,0.21,2145.74086,--,7.8144,--,0.002401341943,--,,,,,
15.0,10,75.000,74.589,75.105,27.839,86.990,8/2/2023,0:45:00,--,118,025,S306,D81,--,S493,Q169,273,155W,X,--,--,23.491,5.368,5.367,5.359,--,36.649,36.641,36.577,--,4.496,4.328,4.199,--,0.573,0.48,0.08,1.60,0.20,0.29,2106.929926,--,7.9408,--,0.002424225804,--,DCM,,,,
15.0,11,25.000,25.267,25.439,27.839,86.990,8/2/2023,0:45:00,--,121,--,--,--,--,--,--,--,--,--,--,--,26.362,5.639,5.638,--,--,36.365,36.356,--,--,2.909,2.801,4.591,--,0.025,--,--,--,--,--,--,--,--,--,--,--,Niskin failed leak test.,,,,
15.0,12,0.000,2.815,2.834,27.839,86.990,8/2/2023,0:45:00,X,115,136,S207,D94,--,S525,Q171,282,158W,X,--,--,30.016,5.882,5.881,5.686,--,35.301,35.293,33.979,--,2.975,2.864,4.486,--,-0.007,0.00,0.05,1.80,0.03,0.20,2044.007013,--,8.1193,--,0.002402881481,--,,,,,
16.0,1,3074.000,3070.529,3114.032,27.700,86.648,8/2/2023,5:15:00,1 / 2,149,236,S318,D92,--,S465,Q084,287,161W,X,--,B1 AB,4.376,3.417,3.416,3.415,--,34.980,34.972,34.970,--,5.024,4.837,--,--,-0.106,22.56,1.63,25.30,0.00,0.18,2182.479345,--,7.6655,--,0.002338172837,--,Oxygen bottle sample failed to reach endpoint.,,,,
16.0,2,3024.000,3020.827,3063.268,27.700,86.648,8/2/2023,5:15:00,3,131,382,S313,D54,--,S184,Q076 / Q067,262,164W,X,--,B2 ABCD,4.370,3.414,3.414,3.412,--,34.980,34.972,34.970,--,5.025,4.838,4.921,--,-0.099,22.39,1.50,25.30,0.00,0.16,2183.143577,--,7.6461,--,0.002327277953,--,,,,,
16.0,3,2974.000,2970.804,3012.188,27.700,86.648,8/2/2023,5:15:00,4,132,337,S312 / S317,D24,--,S445,Q068,261,167W,X,--,B3 AB,4.364,3.412,3.411,3.410,--,34.980,34.972,34.972,--,5.027,4.840,4.922,--,-0.100,22.59,1.55,25.40,0.00,0.22,2182.964672,2184.181509,7.7374,7.7039,0.002337840505,0.002334368036,,,,,
16.0,4,2500.000,2497.686,2529.652,27.700,86.648,8/2/2023,5:15:00,8,130,043,S311,D42,--,S185,Q066,265,170W / 173W,X,--,B4 ABC,4.320,3.390,3.389,3.388,3.388,34.979,34.971,34.970,34.970,5.035,4.848,4.555,--,-0.101,22.03,1.49,24.60,0.00,0.24,2184.819136,--,7.7099,--,0.002346843499,--,,,,,
16.0,5,2000.000,1998.793,2021.977,27.700,86.648,8/2/2023,5:15:00,13,129,053 / 075,--,D52,--,S444 / S464,Q083,264,151W,X,--,B5 ABC,4.292,3.367,3.366,3.366,--,34.977,34.969,34.973,--,5.021,4.834,4.898,--,-0.101,22.81 / 22.81,1.54 / 1.55,25.40 / 25.20 ,0.00 / 0.00,0.22 / 0.38,--,--,--,--,--,--,,,,,
16.0,6,1500.000,1499.475,1515.059,27.700,86.648,8/2/2023,5:15:00,12,128,011,S310,D20,--,S475,Q064,263,154W,X,--,S1 ABC,4.329,3.349,3.349,3.348,--,34.973,34.965,34.961,--,4.930,4.746,4.738,--,-0.098,23.35,1.55,25.60,0.00,0.21,2188.414299,--,7.6815,--,0.002335386053,--,,,,,
16.0,7,1000.000,1014.206,1023.552,27.700,86.648,8/2/2023,5:15:00,6,154,--,S316,D41,--,S472,Q074,278,157W,--,--,S2 AB,5.098,3.395,3.394,3.394,--,34.941,34.933,34.936,--,4.167,4.012,2.914,--,-0.102,26.57,1.87,26.00,0.00,0.43,2201.213751,--,7.698,--,0.002348872526,--,,,,,
16.0,8,1000.000,1013.321,1022.656,27.700,86.648,8/2/2023,5:15:00,--,--,--,--,--,--,--,--,--,--,--,--,--,5.100,3.395,3.394,--,--,34.938,34.930,--,--,4.163,4.008,--,--,-0.098,--,--,--,--,--,--,--,--,--,--,--,Niskin fired while in motion.,,,,
16.0,9,430.000,429.249,432.591,27.700,86.648,8/2/2023,5:15:00,5,148,286,S315,D12,--,S453,Q063,277,160W,--,--,S2 / S6,10.373,3.890,3.889,3.902,--,35.263,35.255,35.386,--,2.748,2.646,2.698,--,-0.098,24.68,1.55,12.60,0.00,0.25,2197.588923,--,7.6243,--,0.002337900565,--,O2 min,,,,
16.0,10,140.000,140.231,141.223,27.700,86.648,8/2/2023,5:15:00,11,147 / 145,273,S309,D62,--,S455,Q081,280,163W,--,--,S4,19.512,4.931,4.930,4.929,--,36.513,36.505,36.501,--,3.056,2.943,2.931,2.943,-0.034,10.18,0.53,4.20,0.02,0.29,2177.742112,--,7.8738,--,0.002400382985,--,First O2 min,,,,
16.0,11,68.000,68.529,69.002,27.700,86.648,8/2/2023,5:15:00,9,142,290,S314,D73,--,S424,Q065,279,166W,X,--,S5,23.693,5.381,5.380,5.369,--,36.582,36.574,36.494,--,4.536,4.367,4.513,--,0.502,0.10,0.26,1.30,0.08,0.50,2107.663388,--,7.9917,--,0.00243655412,--,DCM,,,,
16.0,12,0.000,3.812,3.838,27.700,86.648,8/2/2023,5:15:00,10,143,010,S221,D71,X,S473,Q082,276 / 267,169W,X,--,--,27.782,5.783,5.781,5.255,--,36.291,36.283,32.582,--,2.903,2.795,4.247,--,0.068,0.16,0.24,1.20,0.00,0.32,2024.561397,--,8.1439,--,0.002382384004,--,,,,,
17.0,1,3078.000,3074.112,3117.693,27.558,86.289,8/2/2023,10:19:00,1 / 2,155,021,S329,D31,--,S474,Q087 / Q079,258,172W,X,--,--,4.376,3.417,3.416,3.415,--,34.980,34.972,34.969,--,5.031,4.844,4.917,--,-0.100,18.87,1.36,21.40,0.00,0.07,2184.172564,--,7.6129,--,0.002320711393,--,Lost communication with CTD at ~1150 m. Could not reconnect. Sampled ,,,,
17.0,2,3028.000,3023.156,3065.647,27.558,86.289,8/2/2023,10:19:00,3 / 4,156 / 157,294,S330,D95,--,S425,Q088,268,150W,X,--,--,4.370,3.415,3.414,3.412,--,34.980,34.972,34.969,--,5.033,4.845,4.881,4.920,-0.103,21.60,1.61,24.40,0.02,0.43,2192.618319,--,7.6814,--,0.002340985647,--,bottles 1 - 6. ,,,,
17.0,3,2978.000,2973.486,3014.926,27.558,86.289,8/2/2023,10:19:00,13 / 8,159,028 / 363,S327,D45,--,S423,Q062,251,153W,X,--,--,4.364,3.412,3.411,3.410,--,34.980,34.972,34.972,--,5.035,4.848,4.939,--,-0.088,22.63,1.53,25.60,0.00,0.42,2187.128518,--,7.6683,--,0.002343530189,--,,,,,
17.0,4,2650.000,2647.261,2682.091,27.558,86.289,8/2/2023,10:19:00,12,133,325,S328,D63,--,S463 / S442,Q174,269,156W,X,--,--,4.332,3.397,3.396,3.395,--,34.979,34.971,34.970,--,5.035,4.848,4.920,--,-0.099,22.63 / 22.54,1.55 / 1.58,26.10 / 25.30,0.00 / 0.00,0.22 / 0.50,2182.761473,--,7.6495,--,0.002332883553,--,,,,,
17.0,5,2050.000,2048.201,2072.202,27.558,86.289,8/2/2023,10:19:00,11,153,087,S325 / S326,D77,--,S183,Q072,270,159W,X,--,--,4.297,3.369,3.369,3.368,--,34.977,34.970,34.973,--,5.017,4.830,4.884,--,-0.100,22.79,1.54,25.90,0.00,0.62,2190.396024,2185.768968,7.6534,7.5739,0.002334030699,0.002301856557,,,,,
17.0,6,1250.000,1248.965,1261.186,27.558,86.289,8/2/2023,10:19:00,9,158,361,S324,D1,--,S194,Q069,260 / 259,162W,X,--,--,4.463,3.350,3.349,3.348,--,34.966,34.958,34.953,--,4.761,4.584,4.597,--,-0.097,24.17,1.63,26.20,0.00,0.36,2196.272318,--,7.6611,--,0.002342844504,--,,,,,
17.0,7,750.000,--,--,27.558,86.289,8/2/2023,10:19:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
17.0,8,390.000,--,--,27.558,86.289,8/2/2023,10:19:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,O2 min,,,,
17.0,9,142.000,--,--,27.558,86.289,8/2/2023,10:19:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,First O2 min,,,,
17.0,10,78.000,--,--,27.558,86.289,8/2/2023,10:19:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,DCM,,,,
17.0,11,25.000,--,--,27.558,86.289,8/2/2023,10:19:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mix layer,,,,
17.0,12,0.000,--,--,27.558,86.289,8/2/2023,10:19:00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,,
18.0,1,3223.000,3219.029,3265.774,27.644,85.922,8/2/2023,22:55:00,1 / 2,155,139,S319,D29,--,S193,Q100,239 / 247,165W,X,--,B1 ABC,4.393,3.424,3.423,3.421,--,34.981,34.973,34.964,--,5.069,4.881,4.975,--,-0.100,22.40,1.51,24.90,0.00,0.27,2185.073364,--,7.6429,--,0.002331305977,--,Deep carboy,,,,
18.0,2,3175.000,3171.603,3217.302,27.644,85.922,8/2/2023,22:55:00,3,156,120,--,D80,--,S181,Q099,254,168W,X,--,B2 ABC,4.387,3.422,3.421,3.419,--,34.981,34.973,34.964,--,5.068,4.879,5.054,--,-0.101,22.50,1.53,25.00,0.00,0.40,--,--,--,--,--,--,Deep carboy,,,,
18.0,3,3125.000,3121.663,3166.271,27.644,85.922,8/2/2023,22:55:00,4,157,285,S322,D47,--,S182 / S441,Q092,252,171W / 473W,X,--,B3 ABC,4.381,3.419,3.419,3.416,3.417,34.981,34.973,34.965,34.975,5.066,4.878,5.000,--,-0.103,22.32 / 22.62,1.46 / 1.59,24.70 / 25.20,0.00 / 0.00,0.24 / 0.27,2181.004136,--,7.7488,--,0.002349706359,--,Deep carboy,,,,
18.0,4,2600.000,2597.441,2631.305,27.644,85.922,8/2/2023,22:55:00,13,159 / 133,058,S323,D67,--,S195,Q091,253,467W,X,--,B4 ABC,4.330,3.394,3.394,3.394,--,34.979,34.971,34.984,--,5.048,4.860,5.022,4.971,-0.104,22.79,1.53,25.30,0.00,0.24,2190.933849,--,7.6503,--,0.002333343012,--,Deep carboy,,,,
18.0,5,2075.000,2072.906,2097.321,27.644,85.922,8/2/2023,22:55:00,8,153,315,S320 / S331,D79,--,S462,Q106,245,470W,X,--,B5 ABC,4.298,3.371,3.370,3.370,--,34.977,34.970,34.979,--,5.027,4.840,4.983,--,-0.105,22.96,1.55,25.30,0.00,0.20,2183.471199,2196.67596,7.727,7.681,0.002347610265,0.002342161822,,,,,
18.0,6,1550.000,1546.862,1563.116,27.644,85.922,8/2/2023,22:55:00,11,158,306,S321,D35,--,S471,Q075,256,464W,X,--,S1 AB,4.328,3.351,3.350,3.351,--,34.973,34.966,34.980,--,4.950,4.765,4.706,--,-0.099,23.44,1.59,25.80,0.00,0.22,2160.957524,--,7.8151,--,0.0023420397,--,,,,,
18.0,7,1025.000,1023.955,1033.415,27.644,85.922,8/2/2023,22:55:00,17,152,274,S332,D82,--,S454,Q080 / Q108,255,461W,X,--,S2 AB,5.007,3.387,3.387,3.387,--,34.944,34.936,34.946,--,4.272,4.112,4.157,--,-0.102,25.17,1.73,25.00,0.00,0.17,2210.254108,--,7.7036,--,0.002340352014,--,,,,,
18.0,8,500.000,500.250,504.232,27.644,85.922,8/2/2023,22:55:00,5,134,123,S333,D2,--,S434,Q089,257,458W,X,--,S3,8.732,3.718,3.717,3.716,--,35.058,35.051,35.047,--,2.808,2.703,2.757,--,-0.095,29.55,1.91,18.60,0.00,0.23,2208.93579,--,7.5162,--,0.002308743437,--,,,,,
18.0,9,280.000,279.990,282.068,27.644,85.922,8/2/2023,22:55:00,9,150,033 / 401,S334,D53,--,S435,Q073,266,455W,X,--,S4,13.436,4.228,4.227,4.259,--,35.724,35.716,36.016,--,2.925,2.816,3.429,--,-0.103,12.07,0.73,5.90,0.04,0.14,2153.909438,--,7.8798,--,0.002398347952,--,,,,,
18.0,10,60.000,60.068,60.481,27.644,85.922,8/2/2023,22:55:00,10,151,297,S335,D86,--,S190,Q090,248,452W,X,--,S5,23.218,5.278,5.277,5.284,--,36.181,36.173,36.232,--,4.016,3.866,4.734,--,0.587,0.00,0.02,1.50,0.18,0.29,2089.193442,--,7.9,--,0.002384527145,--,DCM,,,,
18.0,11,25.000,26.056,26.233,27.644,85.922,8/2/2023,22:55:00,6,160,127,S336,D72,--,S422,Q029,238,472W,X,--,S6,24.783,5.438,5.436,5.437,--,36.135,36.127,36.133,--,3.297,3.174,4.778,--,0.057,0.03,0.10,1.50,0.00,0.19,2067.137805,--,7.9591,--,0.00239623384,--,,,,,
18.0,12,0.000,2.151,2.165,27.644,85.922,8/2/2023,22:55:00,12,143,040,S337,D75,X,S191,Q097,244,469W,X,--,S7,30.479,5.531,5.530,5.664,--,32.628,32.621,33.510,--,3.270,3.148,4.532,--,0.056,0.03,0.03,1.60,0.00,0.19,2028.670338,--,8.0494,--,0.002364526164,--,,,,,
19.0,1,3153.000,3149.216,3194.424,27.757,86.222,8/3/2023,3:14:00,1 / 2,102,376,S344,D38,--,S199,Q107,237,466W,X,--,--,4.386,3.421,3.420,3.419,--,34.980,34.972,34.978,--,5.052,4.864,4.914,--,-0.102,20.11,1.40,22.40,0.00,0.52,2201.220609,--,7.7498,--,0.002344956614,--,Deep carboy,,,,
19.0,2,3100.000,3096.294,3140.353,27.757,86.222,8/3/2023,3:14:00,3,105,356,S338,D40,--,S419,Q098,233,463W / 460W,X,--,--,4.379,3.418,3.418,3.417,3.417,34.980,34.972,34.982,34.981,5.050,4.862,4.932,--,-0.105,22.35,1.62,25.00,0.00,0.44,2196.762156,--,7.6562,--,0.00233174942,--,Deep carboy,,,,
19.0,3,3050.000,3047.262,3090.267,27.757,86.222,8/3/2023,3:14:00,13,104,015,S345,D18,--,S448 / S439,Q060,235,457W,X,--,--,4.374,3.416,3.415,3.415,--,34.980,34.972,34.991,--,5.053,4.865,4.888,--,-0.095,22.50 / 22.62,1.63 / 1.52,25.40 / 25.20,0.00 / 0.00,0.25 / 0.33,2195.608899,--,7.7483,--,0.002340923585,--,,,,,
19.0,4,2550.000,2546.888,2579.785,27.757,86.222,8/3/2023,3:14:00,4,103,066,S339,D50,--,S449,Q070,241 / 242,454W,X,--,--,4.326,3.392,3.391,3.390,--,34.979,34.971,34.972,--,5.056,4.868,2.451,--,-0.103,23.08,1.52,25.20,0.00,0.54,2194.052536,--,7.6167,--,0.002321045727,--,,,,,
19.0,5,2025.000,2022.272,2045.843,27.757,86.222,8/3/2023,3:14:00,8,101,--,--,D8,--,S428,Q104,240,451W,X,--,--,4.299,3.369,3.368,3.368,--,34.977,34.969,34.985,--,5.040,4.852,4.859,--,-0.101,22.89,1.64,25.20,0.00,0.35,--,--,--,--,--,--,,,,,
19.0,6,1500.000,1498.820,1514.395,27.757,86.222,8/3/2023,3:14:00,9,001 / 114,071,S346,D49,--,S438,Q059 / Q105,232,471W,X,--,--,4.337,3.350,3.349,3.349,--,34.973,34.965,34.965,--,4.954,4.769,4.726,0.587,-0.101,23.54,1.99,25.60,0.00,1.03,2195.673387,--,7.5802,--,0.002306431127,--,,,,,
19.0,7,975.000,974.378,983.262,27.757,86.222,8/3/2023,3:14:00,--,--,--,--,--,--,--,--,--,--,--,--,--,5.262,3.407,3.407,--,--,34.935,34.927,--,--,4.073,3.921,--,--,-0.100,--,--,--,--,--,--,--,--,--,--,--,Nisking failed leak test. Vent not tight.,,,,
19.0,8,450.000,450.185,453.714,27.757,86.222,8/3/2023,3:14:00,7,113,135 / 351,S340,D26,--,S189,Q096,234,468W,--,--,--,9.744,3.823,3.822,3.822,--,35.179,35.172,35.176,--,2.772,2.669,2.645,--,-0.098,27.81,1.71,15.70,0.00,0.23,2208.247936,--,7.656,--,0.002329224898,--,,,,,
19.0,9,250.000,250.518,252.359,27.757,86.222,8/3/2023,3:14:00,12,111,301,S347 / S348,D68,--,S437,Q077,236,465W,--,--,--,14.491,4.350,4.349,4.350,--,35.893,35.885,35.897,--,2.981,2.870,2.805,--,-0.100,18.33,1.86,7.40,0.00,1.18,2192.652978,2190.507711,7.7294,7.8083,0.002359988631,0.002384619237,,,,,
19.0,10,63.000,63.620,64.059,27.757,86.222,8/3/2023,3:14:00,5,109,130,S341,D96,--,S479,Q236,250,462W,X,--,--,23.632,5.313,5.312,5.334,--,36.108,36.100,36.274,--,3.047,2.933,4.757,--,0.574,0.00,0.20,1.40,0.22,0.34,2085.835236,--,8.0591,--,0.002410775367,--,DCM. Carboy,,,,
19.0,11,25.000,22.161,22.311,27.757,86.222,8/3/2023,3:14:00,6,107,307,S342,D57,--,S467,Q071,243,459W,X,--,--,30.624,6.013,6.012,6.081,--,35.737,35.729,36.189,--,3.569,3.436,4.545,--,0.020,0.00,0.15,1.30,0.00,0.34,2065.890179,--,8.1033,--,0.002440480042,--,Carboy,,,,
19.0,12,0.000,3.101,3.122,27.757,86.222,8/3/2023,3:14:00,10,118,312,S349,D37,--,S459,Q042,246,456W,X,--,--,31.439,5.569,5.568,5.671,--,32.240,32.233,32.906,--,2.972,2.861,4.472,--,0.170,0.03,0.37,1.10,0.00,0.44,2027.151956,--,8.1386,--,0.002366685321,--,Carboy,,,,
20.0,1,3044.000,3040.559,3083.420,27.911,86.565,8/3/2023,7:48:00,1 / 2,115,314,S359,D55,--,S429,Q168,220,453W,X,--,--,4.373,3.415,3.415,3.414,--,34.980,34.972,34.982,--,5.054,4.866,4.242,--,-0.104,22.76,1.92,25.40,0.02,0.61,2196.00277,--,7.7666,--,0.002362305946,--,Carboy,,,,
20.0,2,2994.000,2990.263,3032.056,27.911,86.565,8/3/2023,7:48:00,3,149,--,--,D19,--,S198,Q049,224,450W,X,--,--,4.367,3.413,3.412,3.412,--,34.980,34.972,34.982,--,5.054,4.866,4.933,--,-0.100,22.59,1.51,25.40,0.00,0.39,--,--,--,--,--,--,Carboy,,,,
20.0,3,2944.000,2940.077,2980.817,27.911,86.565,8/3/2023,7:48:00,4,132,318,S357 / S358,D11,--,S197 / S418,Q061,229,502W,X,--,--,4.361,3.411,3.410,3.409,--,34.980,34.972,34.975,--,5.054,4.865,4.922,--,-0.098,22.47 / 22.44,1.47 / 1.51,25.60 / 25.20,0.00 / 0.00,0.31 / 0.27,2189.390173,2191.28823,7.7528,7.6208,0.002336622288,0.002325089767,Carboy,,,,
20.0,4,2500.000,2498.771,2530.758,27.911,86.565,8/3/2023,7:48:00,13,130,377,S355,D46,--,S427,Q037,230,505W,--,--,--,4.321,3.390,3.389,3.388,--,34.979,34.971,34.970,--,5.061,4.873,4.908,--,-0.102,22.77,1.51,25.20,0.00,0.20,2193.857062,--,7.6574,--,0.002327428103,--,,,,,
